cycle,channel,mode_comp,ab_sel,d15,d16,error
190909,5,1,1,1,0,-2
191120,3,0,1,1,0,3775
191479,5,1,1,1,0,-2
191548,5,1,1,1,0,-2
191622,4,0,0,1,0,3967
191712,0,0,0,1,0,4095
191936,3,0,1,1,0,3775
192104,4,0,1,1,0,3903
192225,1,0,1,1,0,3007
192276,5,1,0,1,0,-2
192333,5,1,1,0,0,-2
192364,4,0,0,1,0,3967
192393,1,0,0,1,0,3071
192443,5,1,0,1,0,-2
192490,0,0,1,1,0,4031
192529,3,0,1,1,0,3775
192546,5,1,1,0,0,-2
192689,3,0,1,1,0,3775
192809,5,1,0,1,0,-2
192815,2,0,0,1,0,3583
192895,1,0,0,1,0,3071
192923,1,0,0,1,0,3071
193041,4,0,1,1,0,3903
193050,1,0,1,1,0,3007
193064,3,0,0,1,0,3839
193305,1,0,0,1,0,3071
193345,4,0,0,1,0,3967
193364,5,1,1,0,0,-2
193481,3,0,1,1,0,3775
193625,5,1,1,1,0,-2
193666,3,0,1,1,0,3775
193676,1,0,1,1,0,3007
193747,0,0,1,1,0,4031
193818,1,0,1,1,0,3007
193827,2,0,1,1,0,3519
193840,1,0,1,1,0,3007
193849,4,0,0,1,0,3967
193866,0,0,0,1,0,4095
193935,4,0,1,1,0,3903
194174,1,0,0,1,0,3071
194254,0,0,0,1,0,4095
194479,2,0,1,1,0,3519
194655,5,1,1,0,0,-2
194698,4,0,0,1,0,3967
194748,5,1,1,1,0,-2
194770,4,0,0,1,0,3967
194817,4,0,1,1,0,3903
194826,2,0,1,1,0,3519
194840,5,1,0,1,0,-2
195039,5,1,0,0,0,-2
195192,4,0,0,1,0,3967
195205,5,1,1,1,0,-2
195209,3,0,1,1,0,3775
195343,2,0,1,1,0,3519
195561,5,1,0,1,0,-2
195759,5,1,0,0,0,-2
195774,0,0,0,1,0,4095
195937,5,1,0,0,0,-2
196010,5,1,1,0,0,-2
196036,3,0,1,1,0,3775
196046,5,1,0,1,0,-2
196108,0,0,0,1,0,4095
196166,0,0,0,1,0,4095
196250,5,1,0,1,0,-2
196278,2,0,0,1,0,3583
196281,4,0,1,1,0,3903
196347,5,1,0,0,0,-2
196457,0,0,0,1,0,4095
196552,2,0,1,1,0,3519
196597,3,0,0,1,0,3839
196647,1,0,0,1,0,3071
196667,5,1,1,0,0,-2
196674,5,1,0,0,0,-2
196774,2,0,0,1,0,3583
196797,3,0,1,1,0,3775
196803,1,0,1,1,0,3007
196862,1,0,0,1,0,3071
196924,5,1,1,1,0,-2
196928,4,0,0,1,0,3967
197103,2,0,0,1,0,3583
197106,4,0,1,1,0,3903
197209,3,0,0,1,0,3839
197313,5,1,0,1,0,-2
197373,3,0,1,1,0,3775
197440,3,0,1,1,0,3775
197447,5,1,1,1,0,-2
197480,2,0,0,1,0,3583
197544,5,1,1,1,0,-2
197696,2,0,1,1,0,3519
197738,0,0,0,1,0,4095
197789,2,0,1,1,0,3519
197953,4,0,1,1,0,3903
198000,5,1,1,1,0,-2
198050,0,0,0,1,0,4095
198197,3,0,1,1,0,3775
198456,5,1,1,1,0,-2
198460,3,0,1,1,0,3775
198490,5,1,0,1,0,-2
198557,3,0,1,1,0,3775
198684,1,0,0,1,0,3071
198706,3,0,0,1,0,3839
198784,1,0,0,1,0,3071
198814,5,1,0,1,0,-2
198845,1,0,1,1,0,3007
198930,2,0,1,1,0,3519
199170,1,0,0,1,0,3071
199192,5,1,0,0,0,-2
199256,3,0,0,1,0,3839
199278,2,0,0,1,0,3583
199294,1,0,0,1,0,3071
199330,5,1,1,1,0,-2
199365,2,0,1,1,0,3519
199400,4,0,0,1,0,3967
199422,1,0,1,1,0,3007
199597,5,1,1,0,0,-2
199693,3,0,0,1,0,3839
199708,2,0,1,1,0,3519
199762,5,1,1,1,0,-2
199812,1,0,0,1,0,3071
199944,3,0,1,1,0,3775
200077,0,0,1,1,0,4031
200083,1,0,1,1,0,3007
200234,1,0,1,1,0,3007
200343,3,0,1,1,0,3775
200411,4,0,1,1,0,3903
200453,0,0,0,1,0,4095
200696,1,0,1,1,0,3007
200726,2,0,0,1,0,3583
200865,3,0,0,1,0,3839
200911,3,0,1,1,0,3775
200966,4,0,1,1,0,3903
201039,3,0,0,1,0,3839
201057,0,0,1,1,0,4031
201122,4,0,1,1,0,3903
201168,0,0,1,1,0,4031
201201,3,0,1,1,0,3775
201218,5,1,1,1,0,-2
201383,1,0,1,1,0,3007
201392,3,0,1,1,0,3775
201440,4,0,0,1,0,3967
201447,5,1,0,1,0,-2
201473,4,0,1,1,0,3903
201482,0,0,0,1,0,4095
201676,5,1,1,1,0,-2
201690,5,1,1,1,0,-2
201696,2,0,0,1,0,3583
201738,2,0,1,1,0,3519
201806,1,0,1,1,0,3007
201836,5,1,1,0,0,-2
202037,2,0,0,1,0,3583
202131,3,0,1,1,0,3775
202430,2,0,1,1,0,3519
202523,5,1,0,1,0,-2
202536,0,0,0,1,0,4095
202560,1,0,1,1,0,3007
202898,2,0,0,1,0,3583
202963,2,0,0,1,0,3583
203029,3,0,1,1,0,3775
203169,2,0,1,1,0,3519
203176,5,1,1,0,0,-2
203214,2,0,0,1,0,3583
203234,5,1,1,1,0,-2
203252,1,0,0,1,0,3071
203273,5,1,1,0,0,-2
203328,4,0,1,1,0,3903
203370,2,0,1,1,0,3519
203412,2,0,1,1,0,3519
203433,5,1,0,1,0,-2
203601,0,0,1,1,0,4031
203740,1,0,0,1,0,3071
203765,4,0,0,1,0,3967
203923,2,0,1,1,0,3519
203978,2,0,1,1,0,3519
203984,2,0,0,1,0,3583
203991,5,1,0,0,0,-2
204046,0,0,1,1,0,4031
204083,0,0,0,1,0,4095
204105,2,0,1,1,0,3519
204118,5,1,0,0,0,-2
204139,4,0,1,1,0,3903
204181,1,0,1,1,0,3007
204187,1,0,1,1,0,3007
204305,2,0,0,1,0,3583
204330,0,0,1,1,0,4031
204415,2,0,1,1,0,3519
204422,5,1,1,0,0,-2
204522,5,1,0,1,0,-2
204559,3,0,0,1,0,3839
204563,3,0,1,1,0,3775
204573,3,0,1,1,0,3775
204580,5,1,0,1,0,-2
204749,2,0,0,1,0,3583
204752,4,0,1,1,0,3903
204776,4,0,1,1,0,3903
204998,5,1,1,1,0,-2
205044,0,0,0,1,0,4095
205086,4,0,0,1,0,3967
205259,3,0,0,1,0,3839
205309,0,0,0,1,0,4095
205397,0,0,1,1,0,4031
205439,4,0,1,1,0,3903
205471,3,0,0,1,0,3839
205475,4,0,0,1,0,3967
205517,1,0,1,1,0,3007
205544,1,0,1,1,0,3007
205556,4,0,1,1,0,3903
205585,5,1,0,1,0,-2
205653,4,0,1,1,0,3903
205695,2,0,0,1,0,3583
205761,2,0,1,1,0,3519
205947,0,0,0,1,0,4095
206042,1,0,0,1,0,3071
206069,0,0,0,1,0,4095
206084,5,1,1,1,0,-2
206240,3,0,1,1,0,3775
206257,5,1,0,1,0,-2
206294,5,1,0,0,0,-2
206337,4,0,0,1,0,3967
206368,5,1,0,1,0,-2
206402,1,0,1,1,0,3007
206411,3,0,0,1,0,3839
206415,4,0,0,1,0,3967
206456,1,0,0,1,0,3071
206604,1,0,1,1,0,3007
206613,2,0,0,1,0,3583
206761,3,0,0,1,0,3839
206835,1,0,1,1,0,3007
206867,2,0,1,1,0,3519
206972,2,0,0,1,0,3583
207132,5,1,0,1,0,-2
207207,1,0,0,1,0,3071
207301,0,0,1,1,0,4031
207340,0,0,1,1,0,4031
207359,5,1,1,0,0,-2
207486,1,0,0,1,0,3071
207559,5,1,0,0,0,-2
207574,0,0,0,1,0,4095
207880,5,1,0,0,0,-2
208022,1,0,1,1,0,3007
208075,5,1,0,1,0,-2
208243,4,0,1,1,0,3903
208284,1,0,0,1,0,3071
208349,5,1,0,1,0,-2
208370,5,1,0,1,0,-2
208413,0,0,0,1,0,4095
208442,4,0,0,1,0,3967
208447,2,0,1,1,0,3519
208454,5,1,0,0,0,-2
208489,1,0,1,1,0,3007
208545,5,1,1,1,0,-2
208672,5,1,1,0,0,-2
208841,5,1,1,0,0,-2
208923,2,0,0,1,0,3583
209004,3,0,1,1,0,3775
209082,4,0,1,1,0,3903
209201,5,1,1,1,0,-2
209238,0,0,1,1,0,4031
209405,0,0,1,1,0,4031
209420,1,0,0,1,0,3071
209459,1,0,1,1,0,3007
209511,5,1,1,0,0,-2
209556,0,0,1,1,0,4031
209579,3,0,1,1,0,3775
209637,2,0,0,1,0,3583
209656,5,1,0,1,0,-2
209695,5,1,1,1,0,-2
209760,3,0,1,1,0,3775
209799,4,0,1,1,0,3903
209937,5,1,1,0,0,-2
209944,5,1,0,0,0,-2
210021,3,0,1,1,0,3775
210086,5,1,0,1,0,-2
210116,3,0,0,1,0,3839
210152,5,1,0,0,0,-2
210201,0,0,1,1,0,4031
210309,2,0,0,1,0,3583
210337,1,0,0,1,0,3071
210534,1,0,1,1,0,3007
210570,3,0,0,1,0,3839
210708,3,0,1,1,0,3775
210715,5,1,0,1,0,-2
210831,1,0,0,1,0,3071
210854,0,0,0,1,0,4095
210888,2,0,0,1,0,3583
210906,2,0,0,1,0,3583
211037,5,1,0,0,0,-2
211070,2,0,1,1,0,3519
211224,5,1,1,1,0,-2
211252,0,0,1,1,0,4031
211271,5,1,0,1,0,-2
211311,3,0,1,1,0,3775
211491,1,0,0,1,0,3071
211504,5,1,1,0,0,-2
211533,1,0,0,1,0,3071
211550,1,0,0,1,0,3071
211675,5,1,0,0,0,-2
211709,0,0,0,1,0,4095
211793,5,1,0,1,0,-2
211818,5,1,1,0,0,-2
211840,0,0,0,1,0,4095
211944,0,0,1,1,0,4031
211969,3,0,0,1,0,3839
212044,0,0,0,1,0,4095
212167,2,0,1,1,0,3519
212458,5,1,1,1,0,-2
212482,5,1,0,0,0,-2
212563,4,0,0,1,0,3967
212732,1,0,0,1,0,3071
212739,5,1,0,1,0,-2
212751,2,0,0,1,0,3583
212769,3,0,1,1,0,3775
212864,5,1,1,0,0,-2
212892,3,0,0,1,0,3839
213100,0,0,1,1,0,4031
213392,5,1,1,0,0,-2
213413,5,1,0,1,0,-2
213442,4,0,0,1,0,3967
213484,2,0,0,1,0,3583
213708,2,0,0,1,0,3583
213949,5,1,0,0,0,-2
214041,3,0,1,1,0,3775
214051,0,0,1,1,0,4031
214192,5,1,0,0,0,-2
214344,0,0,1,1,0,4031
214356,4,0,0,1,0,3967
214420,4,0,0,1,0,3967
214441,1,0,1,1,0,3007
214491,2,0,0,1,0,3583
214587,2,0,0,1,0,3583
214590,4,0,1,1,0,3903
214621,5,1,1,1,0,-2
214667,5,1,1,1,0,-2
214817,5,1,0,1,0,-2
214851,0,0,1,1,0,4031
214988,1,0,0,1,0,3071
214995,5,1,0,1,0,-2
215074,5,1,0,0,0,-2
215079,2,0,1,1,0,3519
215127,4,0,0,1,0,3967
215378,4,0,0,1,0,3967
215390,5,1,0,0,0,-2
215461,2,0,1,1,0,3519
215489,4,0,0,1,0,3967
215496,5,1,1,1,0,-2
215630,3,0,0,1,0,3839
215640,0,0,0,1,0,4095
215690,3,0,0,1,0,3839
215746,5,1,1,0,0,-2
215753,5,1,0,0,0,-2
215799,0,0,1,1,0,4031
215960,2,0,1,1,0,3519
215989,0,0,1,1,0,4031
216068,3,0,1,1,0,3775
216235,0,0,1,1,0,4031
216259,1,0,0,1,0,3071
216319,5,1,0,0,0,-2
216471,3,0,0,1,0,3839
216706,0,0,1,1,0,4031
216772,4,0,1,1,0,3903
216792,1,0,0,1,0,3071
216859,3,0,1,1,0,3775
216984,5,1,1,0,0,-2
217009,5,1,1,1,0,-2
217186,5,1,0,1,0,-2
217272,4,0,0,1,0,3967
217485,1,0,0,1,0,3071
217654,5,1,1,1,0,-2
217779,2,0,0,1,0,3583
217871,5,1,0,1,0,-2
217876,3,0,0,1,0,3839
217993,2,0,0,1,0,3583
218020,5,1,0,1,0,-2
218045,5,1,0,0,0,-2
218113,3,0,0,1,0,3839
218123,1,0,0,1,0,3071
218208,3,0,0,1,0,3839
218245,1,0,0,1,0,3071
218317,4,0,1,1,0,3903
218344,3,0,0,1,0,3839
218484,5,1,1,0,0,-2
218652,2,0,1,1,0,3519
218665,1,0,1,1,0,3007
218824,0,0,1,1,0,4031
218844,5,1,1,1,0,-2
218947,3,0,1,1,0,3775
219020,1,0,1,1,0,3007
219080,1,0,1,1,0,3007
219112,0,0,1,1,0,4031
219240,0,0,1,1,0,4031
219257,4,0,1,1,0,3903
219266,3,0,1,1,0,3775
219337,2,0,1,1,0,3519
219454,1,0,1,1,1,3007
219496,4,0,0,1,0,3967
219563,0,0,1,1,0,4031
219649,4,0,0,1,0,3967
219750,1,0,0,1,0,3071
219825,0,0,1,1,0,4031
219861,4,0,0,1,0,3967
219893,0,0,0,1,0,4095
219995,3,0,0,1,0,3839
220028,5,1,0,0,0,-2
220071,2,0,0,1,0,3583
220126,3,0,0,1,0,3839
220136,3,0,0,1,0,3839
220140,3,0,1,1,0,3775
220190,1,0,0,1,0,3071
220231,5,1,1,0,0,-2
220350,5,1,0,0,0,-2
220400,3,0,0,1,0,3839
220404,4,0,0,1,0,3967
220480,4,0,0,1,0,3967
220559,2,0,0,1,0,3583
220642,1,0,1,1,1,3007
220733,2,0,0,1,0,3583
220817,0,0,1,1,0,4031
220972,5,1,0,0,0,-2
220996,5,1,0,1,0,-2
221009,1,0,0,1,0,3071
221109,0,0,1,1,0,4031
221157,0,0,0,1,0,4095
221383,1,0,1,1,1,3007
221395,4,0,1,1,0,3903
221616,3,0,0,1,0,3839
221691,1,0,1,1,1,3007
221751,2,0,1,1,0,3519
221781,2,0,1,1,0,3519
221823,2,0,0,1,0,3583
221876,5,1,0,1,0,-2
221888,0,0,0,1,0,4095
221968,2,0,1,1,0,3519
222005,0,0,1,1,0,4031
222022,4,0,0,1,0,3967
222058,0,0,1,1,0,4031
222203,5,1,1,0,0,-2
222255,2,0,1,1,0,3519
222452,0,0,0,1,0,4095
222460,0,0,1,1,0,4031
222485,5,1,0,1,0,-2
222507,0,0,1,1,0,4031
222524,2,0,1,1,0,3519
222620,0,0,0,1,0,4095
222673,5,1,1,0,0,-2
222730,4,0,1,1,0,3903
222768,5,1,1,0,0,-2
222841,0,0,0,1,0,4095
222861,0,0,1,1,0,4031
222911,5,1,0,0,0,-2
222945,5,1,0,0,0,-2
222959,0,0,0,1,0,4095
223104,0,0,1,1,0,4031
223136,4,0,1,1,0,3903
223156,1,0,1,1,1,3007
223200,0,0,0,1,0,4095
223230,4,0,1,1,0,3903
223329,5,1,0,1,0,-2
223364,5,1,0,1,0,-2
223456,3,0,0,1,0,3839
223492,1,0,1,1,1,3007
223516,4,0,0,1,0,3967
223543,5,1,1,0,0,-2
223625,2,0,0,1,0,3583
223643,0,0,0,1,0,4095
223696,4,0,0,1,0,3967
223713,4,0,0,1,0,3967
223763,5,1,0,0,0,-2
224016,1,0,0,1,0,3071
224023,5,1,1,1,0,-2
224081,1,0,0,1,0,3071
224164,4,0,1,1,0,3903
224269,0,0,1,1,0,4031
224275,2,0,0,1,0,3583
224421,5,1,0,0,0,-2
224562,5,1,0,1,0,-2
224567,3,0,0,1,0,3839
224619,1,0,0,1,0,3071
224672,3,0,0,1,0,3839
224676,3,0,1,1,0,3775
224814,0,0,0,1,0,4095
224850,5,1,1,0,0,-2
224937,5,1,1,1,0,-2
224941,3,0,1,1,0,3775
224951,5,1,1,1,0,-2
225016,1,0,1,1,1,3007
225025,1,0,0,1,0,3071
225049,1,0,0,1,0,3071
225093,4,0,1,1,0,3903
225102,1,0,0,1,0,3071
225254,1,0,0,1,0,3071
225388,2,0,1,1,0,3519
225436,2,0,0,1,0,3583
225457,3,0,0,1,0,3839
225660,5,1,0,1,0,-2
225950,3,0,0,1,0,3839
226176,5,1,0,1,0,-2
226592,5,1,0,0,0,-2
226740,1,0,1,1,1,3007
226945,2,0,1,1,0,3519
226952,5,1,0,0,0,-2
226964,1,0,0,1,0,3071
227058,5,1,0,0,0,-2
227435,5,1,1,1,0,-2
227489,3,0,0,1,0,3839
227557,5,1,1,0,0,-2
227690,1,0,1,1,1,3007
227705,2,0,0,1,0,3583
227959,3,0,1,1,0,3775
228009,4,0,0,1,0,3967
228016,5,1,0,1,0,-2
228240,1,0,1,1,1,3007
228666,2,0,1,1,0,3519
228719,5,1,1,0,0,-2
228744,3,0,0,1,0,3839
228816,1,0,1,1,1,3007
228876,4,0,1,1,0,3903
228933,4,0,0,1,0,3967
228938,2,0,1,1,0,3519
228952,5,1,0,1,0,-2
228979,1,0,0,1,0,3071
229061,5,1,1,1,0,-2
229190,5,1,0,1,0,-2
229280,5,1,0,1,0,-2
229303,5,1,0,0,0,-2
229379,3,0,0,1,0,3839
229383,4,0,0,1,0,3967
229396,5,1,1,1,0,-2
229428,0,0,1,1,0,4031
229645,5,1,0,1,0,-2
229696,4,0,1,1,0,3903
229885,5,1,0,0,0,-2
229955,5,1,0,1,0,-2
230027,0,0,0,1,0,4095
230096,5,1,1,0,0,-2
230174,3,0,0,1,0,3839
230208,0,0,0,1,0,4095
230240,5,1,1,0,0,-2
230350,4,0,1,1,0,3903
230400,2,0,0,1,0,3583
230568,0,0,0,1,0,4095
230581,2,0,1,1,0,3519
230594,0,0,1,1,0,4031
230608,2,0,0,1,0,3583
230696,4,0,1,1,0,3903
230743,5,1,0,1,0,-2
230755,1,0,0,1,0,3071
230793,2,0,0,1,0,3583
230877,4,0,1,1,0,3903
230903,0,0,1,1,0,4031
231148,5,1,1,0,0,-2
231385,4,0,0,1,0,3967
231438,0,0,1,1,0,4031
231455,3,0,1,1,0,3775
231473,0,0,1,1,0,4031
231486,3,0,0,1,0,3839
231663,2,0,0,1,0,3583
231675,5,1,1,1,0,-2
231705,1,0,1,1,1,3007
231723,3,0,1,1,0,3775
231798,0,0,0,1,0,4095
231900,0,0,1,1,0,4031
231930,4,0,0,1,0,3967
232028,2,0,0,1,0,3583
232069,1,0,0,1,0,3071
232132,4,0,1,1,0,3903
232235,4,0,0,1,0,3967
232377,0,0,0,1,0,4095
232440,0,0,0,1,0,4095
232659,5,1,1,0,0,-2
232711,0,0,1,1,0,4031
232723,4,0,0,1,0,3967
232869,2,0,0,1,0,3583
232881,5,1,1,1,0,-2
233060,4,0,1,1,0,3903
233165,2,0,1,1,0,3519
233189,4,0,0,1,0,3967
233196,5,1,1,1,0,-2
233236,3,0,1,1,0,3775
233294,3,0,1,1,0,3775
233310,1,0,1,1,1,3007
233333,1,0,0,1,0,3071
233418,5,1,0,0,0,-2
233471,5,1,1,1,0,-2
233531,5,1,1,1,0,-2
233734,4,0,1,1,0,3903
233769,0,0,1,1,0,4031
233890,0,0,0,1,0,4095
233999,5,1,0,1,0,-2
234101,2,0,1,1,0,3519
234277,5,1,0,0,0,-2
234285,0,0,1,1,0,4031
234299,2,0,0,1,0,3583
234306,5,1,0,0,0,-2
234397,2,0,1,1,0,3519
234483,4,0,0,1,0,3967
234563,5,1,1,1,0,-2
234628,1,0,0,1,0,3071
234768,5,1,1,0,0,-2
234879,0,0,1,1,0,4031
234965,3,0,1,1,0,3775
234981,1,0,1,1,1,3007
234990,1,0,1,1,1,3007
235017,1,0,0,1,0,3071
235135,1,0,0,1,0,3071
235222,5,1,1,1,0,-2
235299,3,0,0,1,0,3839
235341,2,0,0,1,0,3583
235386,2,0,1,1,0,3519
235415,4,0,1,1,0,3903
235688,2,0,1,1,0,3519
235761,4,0,1,1,0,3903
235767,1,0,1,1,1,3007
235922,2,0,1,1,0,3519
235974,2,0,0,1,0,3583
236061,5,1,1,1,0,-2
236137,3,0,1,1,0,3775
236179,4,0,0,1,0,3967
236233,1,0,1,1,1,3007
236247,3,0,0,1,0,3839
236280,0,0,1,1,0,4031
236318,5,1,1,0,0,-2
236355,5,1,1,1,0,-2
236439,4,0,0,1,0,3967
236589,5,1,1,1,0,-2
236619,5,1,1,0,0,-2
236680,1,0,1,1,1,3007
236888,0,0,1,1,0,4031
236903,1,0,0,1,0,3071
237084,4,0,1,1,0,3903
237146,5,1,1,0,0,-2
237208,5,1,1,1,0,-2
237212,4,0,0,1,0,3967
237363,2,0,0,1,0,3583
237470,2,0,0,1,0,3583
237602,3,0,0,1,0,3839
237612,5,1,0,0,0,-2
237639,1,0,1,1,1,3007
237849,4,0,0,1,0,3967
237924,5,1,1,1,0,-2
237974,5,1,0,1,0,-2
238077,3,0,0,1,0,3839
238081,3,0,1,1,0,3775
238087,2,0,0,1,0,3583
238108,5,1,0,0,0,-2
238204,5,1,0,0,0,-2
238252,3,0,0,1,0,3839
238547,2,0,0,1,0,3583
238702,0,0,0,1,0,4095
238715,2,0,1,1,0,3519
238796,0,0,0,1,0,4095
238900,2,0,1,1,0,3519
238983,3,0,1,1,0,3775
239037,4,0,1,1,0,3903
239043,2,0,0,1,0,3583
239046,4,0,1,1,0,3903
239097,5,1,0,0,0,-2
239182,4,0,0,1,0,3967
239199,3,0,0,1,0,3839
239209,4,0,0,1,0,3967
239268,0,0,0,1,0,4095
239518,5,1,1,0,0,-2
239546,0,0,0,1,0,4095
239574,5,1,1,0,0,-2
239685,5,1,1,1,0,-2
239718,1,0,0,1,0,3071
239725,5,1,1,1,0,-2
239820,2,0,0,1,0,3583
239823,4,0,1,1,0,3903
239912,1,0,1,1,1,3008
239979,4,0,0,1,0,3967
240021,2,0,1,1,0,3519
240440,5,1,0,0,0,-1
240768,4,0,1,1,0,3903
240868,3,0,1,1,0,3775
241242,5,1,1,1,0,-1
241249,5,1,1,0,0,-1
241305,4,0,1,1,0,3903
241326,1,0,0,1,0,3071
241494,0,0,0,1,0,4095
241509,5,1,1,0,0,-1
241579,5,1,0,1,0,-1
241695,4,0,1,1,0,3903
241751,5,1,1,1,0,-1
241798,5,1,1,1,0,-1
241885,2,0,1,1,0,3519
241952,5,1,1,0,0,-1
242048,0,0,0,1,0,4095
242108,0,0,1,1,0,4031
242172,3,0,1,1,0,3775
242179,5,1,1,1,0,-1
242222,0,0,0,1,0,4095
242324,2,0,1,1,0,3519
242369,4,0,0,1,0,3967
242374,3,0,0,1,0,3839
242428,3,0,0,1,0,3839
242450,0,0,1,1,0,4031
242518,1,0,0,1,0,3071
242552,5,1,1,1,0,-1
242644,5,1,1,1,0,-1
242663,1,0,1,1,1,3008
242801,5,1,1,0,0,-1
242876,5,1,0,0,0,-1
242957,4,0,0,1,0,3967
242995,3,0,1,1,0,3775
243019,0,0,0,1,0,4095
243108,1,0,1,1,1,3008
243184,5,1,0,0,0,-1
243207,4,0,1,1,0,3903
243476,4,0,1,1,0,3903
243527,5,1,1,1,0,-1
243531,4,0,0,1,0,3967
243895,5,1,0,1,0,-1
243908,0,0,0,1,0,4095
243923,5,1,1,1,0,-1
243927,3,0,1,1,0,3775
244043,0,0,0,1,0,4095
244295,3,0,0,1,0,3839
244312,5,1,0,0,0,-1
244485,0,0,1,1,0,4031
244653,5,1,1,1,0,-1
244712,4,0,1,1,0,3903
244795,5,1,0,1,0,-1
244869,2,0,1,1,0,3519
244902,5,1,1,1,0,-1
244926,3,0,0,1,0,3839
244996,0,0,0,1,0,4095
245019,0,0,0,1,0,4095
245050,2,0,1,1,0,3519
245146,3,0,0,1,0,3839
245188,1,0,1,1,1,3008
245240,5,1,0,1,0,-1
245316,5,1,0,0,0,-1
245426,5,1,0,0,0,-1
245516,5,1,0,1,0,-1
245774,1,0,1,1,1,3008
245822,3,0,0,1,0,3839
246003,3,0,0,1,0,3839
246044,1,0,0,1,0,3071
246076,5,1,1,0,0,-1
246230,3,0,0,1,0,3839
246247,5,1,0,1,0,-1
246302,5,1,1,0,0,-1
246381,4,0,0,1,0,3967
246525,5,1,0,1,0,-1
246565,5,1,1,1,0,-1
246620,5,1,0,1,0,-1
246679,5,1,1,1,0,-1
246782,5,1,1,0,0,-1
246808,3,0,1,1,0,3775
246818,4,0,1,1,0,3903
246836,1,0,0,1,0,3071
246929,1,0,0,1,0,3071
246962,3,0,0,1,0,3839
246972,5,1,1,0,0,-1
246979,5,1,1,0,0,-1
247004,2,0,1,1,0,3519
247094,5,1,0,0,0,-1
247099,2,0,1,1,0,3519
247112,0,0,1,1,0,4031
247150,2,0,1,1,0,3519
247298,4,0,0,1,0,3967
247452,5,1,1,1,0,-1
247517,5,1,0,0,0,-1
247595,5,1,0,0,0,-1
247649,5,1,1,1,0,-1
247683,4,0,1,1,0,3903
247692,3,0,0,1,0,3839
247793,5,1,0,0,0,-1
247877,5,1,0,0,0,-1
248053,1,0,0,1,0,3071
248192,3,0,0,1,0,3839
248326,1,0,1,1,1,3008
248346,5,1,1,0,0,-1
248365,1,0,0,1,0,3071
248465,3,0,0,1,0,3839
248498,1,0,1,1,1,3008
248507,0,0,0,1,0,4095
248678,3,0,1,1,0,3775
248719,5,1,0,0,0,-1
248774,4,0,0,1,0,3967
248899,1,0,1,1,1,3008
248953,3,0,0,1,0,3839
249003,4,0,0,1,0,3967
249139,0,0,1,1,0,4031
249156,3,0,0,1,0,3839
249235,3,0,0,1,0,3839
249250,2,0,1,1,0,3519
249269,1,0,1,1,1,3008
249556,5,1,0,1,0,-1
249569,1,0,0,1,0,3071
249706,2,0,0,1,0,3583
249848,0,0,0,1,0,4095
249921,4,0,1,1,0,3903
249943,5,1,0,1,0,-1
249969,4,0,1,1,0,3903
250006,0,0,0,1,0,4095
250021,5,1,1,0,0,-1
250028,5,1,1,0,0,-1
250093,2,0,1,1,0,3519
250263,5,1,0,1,0,-1
250445,1,0,0,1,0,3071
250507,2,0,1,1,0,3519
250632,1,0,1,1,1,3008
250647,2,0,0,1,0,3583
250672,2,0,0,1,0,3583
250691,5,1,1,1,0,-1
250698,5,1,1,0,0,-1
250723,5,1,0,1,0,-1
250848,5,1,0,1,0,-1
250900,4,0,0,1,0,3967
250921,1,0,0,1,0,3071
250965,2,0,1,1,0,3519
251125,3,0,1,1,0,3775
251135,2,0,1,1,0,3519
251226,5,1,0,1,0,-1
251293,0,0,1,1,0,4032
251388,5,1,1,0,0,-1
251395,5,1,0,0,0,-1
251519,1,0,1,1,1,3008
251532,4,0,0,1,0,3968
251659,2,0,1,1,0,3519
251868,5,1,1,1,0,-1
251986,3,0,0,1,0,3840
252031,5,1,0,0,0,-1
252043,0,0,0,1,0,4095
252264,3,0,1,1,0,3775
252330,4,0,0,1,0,3968
252347,2,0,1,1,0,3519
252353,1,0,1,1,1,3008
252433,3,0,1,1,0,3775
252459,2,0,0,1,0,3583
252466,5,1,1,0,0,-1
252509,2,0,0,1,1,3583
252516,5,1,1,0,0,-1
252551,2,0,0,1,1,3583
252554,4,0,1,1,1,3904
252575,1,0,1,1,1,3008
252593,0,0,0,1,0,4095
252628,4,0,1,1,1,3904
252661,3,0,1,1,1,3775
252709,2,0,0,1,1,3583
252741,5,1,1,1,0,-1
252745,4,0,0,1,1,3968
252762,4,0,1,1,1,3904
252771,2,0,0,1,1,3583
253125,3,0,1,1,1,3775
253152,0,0,0,1,0,4095
253171,0,0,0,1,0,4095
253201,0,0,1,1,1,4032
253273,1,0,0,1,0,3071
253286,5,1,1,0,0,-1
253361,3,0,1,1,1,3775
253527,0,0,1,1,1,4032
253535,0,0,1,1,1,4032
253548,3,0,0,1,1,3840
253690,5,1,0,1,0,-1
253728,5,1,0,0,0,-1
253742,0,0,0,1,0,4095
253825,5,1,0,1,0,-1
253910,2,0,1,1,1,3520
253980,2,0,0,1,1,3583
253996,1,0,0,1,0,3071
254034,4,0,1,1,1,3904
254234,0,0,0,1,0,4095
254297,1,0,1,1,1,3008
254315,2,0,0,1,1,3583
254383,4,0,0,1,1,3968
254388,3,0,0,1,1,3840
254411,4,0,1,1,1,3904
254420,4,0,0,1,1,3968
254466,5,1,1,0,0,-1
254472,1,0,1,1,1,3008
254564,4,0,0,1,1,3968
254688,4,0,1,1,1,3904
